"AT","BE","CH","CZ","DE.AT.LU","DE.LU","DK.1","DK.2","EE","ES","FI","FR","GR","HU","IT.BRNN","IT.CALABRIA","IT.CNOR","IT.CSUD","IT.FOGN","IT.GR","IT.NORD","IT.NORD.AT","IT.NORD.CH","IT.NORD.FR","IT.NORD.SI","IT.PRGP","IT.ROSN","IT.SACOAC","IT.SACODC","IT.SARD","IT.SICI","IT.SUD","LT","LV","NL","NO.1","NO.2","NO.2NSL","NO.3","NO.4","NO.5","PL","PT","SE.1","SE.2","SE.3","SE.4","SI","SK"
NA,33.4354166666667,33.36125,31.7570833333333,33.3708333333333,NA,32.6029166666667,32.905,35.8,31.5620833333333,35.8,33.4354166666667,46.3920833333333,31.7933333333333,35.3391666666667,NA,39.0875,35.3391666666667,35.3391666666667,35.3391666666667,37.72625,37.72625,37.72625,37.72625,37.72625,39.4,35.08375,35.3391666666667,3000,35.3391666666667,39.4,35.3391666666667,38.0008333333333,38.0008333333333,33.3708333333333,24.6483333333333,24.6483333333333,NA,32.4366666666667,30.2520833333333,24.6483333333333,41.7411111111111,29.2775,32.6,32.6,32.6,32.8708333333333,34.8029166666667,31.7933333333333
NA,29.4841666666667,29.4708333333333,28.99875,27.64875,NA,24.8404166666667,25.265,37.52625,31.1695833333333,37.52625,28.97875,45.6666666666667,29.3366666666667,35.63875,NA,35.63875,35.63875,35.63875,35.63875,33.4016666666667,33.4016666666667,33.4016666666667,33.4016666666667,33.4016666666667,36.1333333333333,33.1691666666667,35.63875,3000,35.63875,36.1333333333333,35.63875,44.8179166666667,44.8179166666667,28.8429166666667,24.0408333333333,24.0408333333333,NA,24.87625,24.5754166666667,24.0408333333333,40.1994736842105,31.1579166666667,24.87625,24.87625,24.87625,24.87625,27.3616666666667,29.3366666666667
NA,20.5333333333333,20.585,20.3904166666667,20.9983333333333,NA,22.4816666666667,22.6925,26.5408333333333,19.2933333333333,26.5408333333333,19.8620833333333,42.5495833333333,24.7854166666667,28.23875,NA,28.1933333333333,28.23875,28.23875,28.23875,22.58875,22.58875,22.58875,22.58875,22.58875,31.55125,27.8258333333333,28.23875,3000,28.23875,31.55125,28.23875,28.2745833333333,28.2745833333333,24.7233333333333,22.655,22.655,NA,22.6925,22.9808333333333,22.655,35.6705882352941,19.2933333333333,22.6925,22.6925,22.6925,22.6925,21.5379166666667,20.3904166666667
NA,17.1254166666667,13.2341666666667,12.0783333333333,6.29041666666667,NA,22.0283333333333,22.1508333333333,22.1466666666667,9.99541666666667,22.1466666666667,11.7520833333333,31.72625,12.8345833333333,32.1091666666667,NA,29.2695833333333,32.1091666666667,32.1091666666667,32.1091666666667,23.8025,23.8025,23.8025,23.8025,23.8025,41.03,23.25625,32.1091666666667,3000,32.1091666666667,41.03,32.1091666666667,25.50625,25.50625,27.62875,22.0283333333333,22.0283333333333,NA,22.1466666666667,22.15375,22.0283333333333,28.2825,10.19125,22.1466666666667,22.1466666666667,22.1466666666667,22.1466666666667,13.8454166666667,12.0783333333333
NA,30.8375,29.7391666666667,29.8533333333333,29.2416666666667,NA,24.14375,29.2208333333333,30.7658333333333,31.5554166666667,30.7658333333333,30.6829166666667,40.2229166666667,30.6841666666667,31.4425,NA,29.3033333333333,31.4425,31.4425,31.4425,31.7908333333333,31.7908333333333,31.7908333333333,31.7908333333333,31.7908333333333,39.1508333333333,31.4425,31.4425,3000,31.4425,39.1508333333333,31.4425,39.4320833333333,39.4320833333333,29.55875,23.80125,23.80125,NA,24.2104166666667,23.1245833333333,23.80125,38.9621052631579,28.4345833333333,24.2104166666667,24.2104166666667,24.2104166666667,24.2104166666667,30.3895833333333,30.4925
NA,30.0004166666667,31.2941666666667,31.5383333333333,29.485,NA,23.84625,29.4104166666667,30.4279166666667,32.1125,29.9829166666667,29.9775,41.1483333333333,31.5383333333333,29.4233333333333,NA,29.4233333333333,29.4233333333333,29.4233333333333,29.4233333333333,30.1325,30.1325,30.1325,30.1325,30.1325,38.565,29.4233333333333,29.4233333333333,3000,29.4233333333333,38.565,29.4233333333333,40.0933333333333,40.0933333333333,29.5770833333333,23.1858333333333,23.1858333333333,NA,24.0720833333333,23.45375,23.1858333333333,41.5988888888889,29.4225,24.0720833333333,24.0720833333333,24.0720833333333,24.0720833333333,29.8795833333333,31.5383333333333
NA,34.5445833333333,31.3120833333333,31.7158333333333,30.7045833333333,NA,23.7729166666667,30.7045833333333,28.5845833333333,34.955,28.4891666666667,31.4216666666667,39.5658333333333,31.9054166666667,39.90625,NA,39.0108333333333,39.90625,39.90625,39.90625,31.65625,31.65625,31.65625,31.65625,31.65625,41.8033333333333,39.90625,39.90625,3000,39.90625,41.8033333333333,39.90625,41.86875,41.86875,35.9570833333333,23.6529166666667,23.6529166666667,NA,24.41375,23.63875,23.6529166666667,44.5316666666667,34.51125,24.41375,24.41375,24.41375,24.41375,30.6120833333333,31.9054166666667
NA,32.11125,29.9283333333333,27.47125,27.4620833333333,NA,25.1870833333333,27.6133333333333,32.8570833333333,36.68625,32.7445833333333,29.5770833333333,42.3095833333333,28.9733333333333,46.0666666666667,NA,44.5045833333333,46.0666666666667,46.0666666666667,46.0666666666667,30.7704166666667,30.7704166666667,30.7704166666667,30.7704166666667,30.7704166666667,45.68625,46.0666666666667,46.0666666666667,3000,46.0666666666667,45.68625,46.0666666666667,39.8145833333333,39.8145833333333,32.1679166666667,24.74375,24.74375,NA,25.3383333333333,24.1233333333333,24.74375,29.28,36.3783333333333,25.3383333333333,25.3383333333333,25.3383333333333,25.3383333333333,28.6745833333333,28.6079166666667
NA,32.8,29.0383333333333,29.3254166666667,28.8979166666667,NA,26.5470833333333,28.8979166666667,40.8825,34.9741666666667,40.8825,30.2879166666667,41.36875,30.7695833333333,44.515,NA,44.515,44.515,44.515,44.515,30.6654166666667,30.6654166666667,30.6654166666667,30.6654166666667,30.6654166666667,42.6291666666667,44.515,44.515,3000,44.515,42.6291666666667,44.515,44.4379166666667,44.4379166666667,33.6225,24.485,24.485,NA,25.4866666666667,24.2591666666667,24.485,42.5383333333333,33.8108333333333,26.5470833333333,26.5470833333333,26.5470833333333,26.5470833333333,28.57,30.7695833333333
NA,24.87625,23.3875,23.33875,22.79375,NA,22.9720833333333,23.41125,23.1591666666667,22.7170833333333,23.1591666666667,23.4058333333333,40.53625,23.6791666666667,37.9379166666667,NA,33.2133333333333,37.9379166666667,37.9379166666667,37.9379166666667,26.36125,26.36125,26.36125,26.36125,26.36125,38.47625,37.9379166666667,37.9379166666667,3000,37.9379166666667,38.47625,37.9379166666667,41.0666666666667,36.1904166666667,28.13,22.75625,22.75625,NA,23.1591666666667,22.655,22.75625,47.2894117647059,22.66625,23.1591666666667,23.1591666666667,23.1591666666667,23.1591666666667,23.9895833333333,23.33875
NA,11.8820833333333,11.9470833333333,13.4241666666667,13.5058333333333,NA,20.4791666666667,20.47875,20.47875,13.9995833333333,20.47875,11.4254166666667,42.2795833333333,18.44375,35.15875,NA,34.3879166666667,35.15875,35.15875,35.15875,26.08125,26.08125,26.08125,26.08125,26.08125,35.4295833333333,35.15875,35.15875,3000,35.15875,35.4295833333333,35.15875,28.0991666666667,28.0991666666667,22.0720833333333,20.47875,20.47875,NA,20.47875,20.47875,20.47875,30.3064705882353,14.0629166666667,20.47875,20.47875,20.47875,20.47875,14.1033333333333,13.4241666666667
NA,26.48625,25.125,27.675,25.1666666666667,NA,22.00125,23.0608333333333,32.5045833333333,35.86625,32.5045833333333,26.0025,42.2104166666667,33.7783333333333,46.4316666666667,NA,45.495,46.4316666666667,46.4316666666667,46.4316666666667,34.3166666666667,34.3166666666667,34.3166666666667,34.3166666666667,34.3166666666667,46.8941666666667,46.4316666666667,46.4316666666667,3000,46.4316666666667,46.8941666666667,46.4316666666667,38.5958333333333,38.4683333333333,28.3604166666667,22.00125,22.00125,NA,23.0608333333333,22.55125,21.8783333333333,37.385,34.885,23.0608333333333,23.0608333333333,23.0608333333333,23.0608333333333,33.99,30.5354166666667
NA,28.7383333333333,28.955,28.825,28.9158333333333,NA,26.5808333333333,27.9304166666667,36.93625,37.4404166666667,36.93625,28.4175,42.7025,33.4629166666667,47.325,NA,46.38125,47.325,47.325,47.325,30.8820833333333,30.8820833333333,30.8820833333333,30.8820833333333,30.8820833333333,47.6375,47.325,47.325,3000,47.325,47.6375,47.325,41.1454166666667,41.1454166666667,30.5166666666667,22.9483333333333,22.9483333333333,NA,26.705,23.61,22.735,45.1573684210526,37.1770833333333,27.8025,27.8025,27.8025,27.8025,30.8729166666667,29.18375
NA,30.8483333333333,29.4720833333333,30.77125,30.32625,NA,30.2466666666667,30.2766666666667,38.7908333333333,37.6820833333333,38.7908333333333,30.6283333333333,45.5575,35.3266666666667,47.3104166666667,NA,45.0745833333333,47.3104166666667,47.3104166666667,47.3104166666667,36.3345833333333,36.3345833333333,36.3345833333333,36.3345833333333,36.3345833333333,50.9075,47.3104166666667,47.3104166666667,3000,47.3104166666667,50.9075,47.3104166666667,41.11375,41.11375,31.9695833333333,22.6379166666667,22.6379166666667,NA,27.5929166666667,24.1120833333333,22.6379166666667,45.0647368421053,37.3291666666667,30.2766666666667,30.2766666666667,30.2766666666667,30.2766666666667,36.04,34.30125
NA,28.23875,28.7741666666667,33.4920833333333,28.9033333333333,NA,28.8883333333333,29.465,35.40625,40.1583333333333,35.40625,28.14125,42.04,34.1204166666667,39.8308333333333,NA,37.6525,39.8308333333333,39.8308333333333,39.8308333333333,27.6670833333333,27.6670833333333,27.6670833333333,27.6670833333333,27.6670833333333,39.8308333333333,39.8308333333333,39.8308333333333,3000,39.8308333333333,39.8308333333333,39.8308333333333,38.1370833333333,38.1370833333333,30.7554166666667,21.7220833333333,21.7220833333333,NA,27.0145833333333,23.9833333333333,21.7220833333333,40.6315789473684,39.7766666666667,29.465,29.465,29.465,29.465,28.3858333333333,33.4920833333333
NA,32.18875,29.00125,29.3920833333333,29.1283333333333,NA,28.94,29.0283333333333,33.0629166666667,40.5279166666667,33.0629166666667,29.5191666666667,38.6370833333333,34.26875,46.5295833333333,NA,45.8308333333333,46.5295833333333,46.5295833333333,46.5295833333333,33.2,33.2,33.2,33.2,33.2,49.43625,46.5295833333333,46.5295833333333,3000,46.5295833333333,49.43625,46.5295833333333,39.0741666666667,39.0741666666667,33.3420833333333,22.0541666666667,22.0541666666667,NA,26.5270833333333,23.9233333333333,22.01125,40.6445,39.6041666666667,28.3841666666667,28.3841666666667,28.9945833333333,28.9945833333333,32.7575,29.3920833333333
NA,25.1283333333333,24.5404166666667,24.7091666666667,25.1283333333333,NA,25.0970833333333,25.4954166666667,25.5683333333333,39.6354166666667,25.5683333333333,25.1283333333333,38.71,25.1004166666667,49.1583333333333,NA,44.4508333333333,49.1583333333333,49.1583333333333,49.1583333333333,27.96375,27.96375,27.96375,27.96375,27.96375,49.1583333333333,49.1583333333333,49.1583333333333,3000,49.1583333333333,49.1583333333333,49.1583333333333,34.7520833333333,34.7520833333333,25.20875,21.8920833333333,21.8920833333333,NA,24.88125,22.9825,21.8920833333333,45.6417647058824,38.8175,25.4954166666667,25.4954166666667,25.4954166666667,25.4954166666667,25.4979166666667,24.7091666666667
NA,19.5316666666667,19.7883333333333,20.3279166666667,20.35625,NA,22.86375,25.3575,25.5495833333333,40.1620833333333,25.5495833333333,19.50375,39.9308333333333,20.8175,44.3204166666667,NA,37.8295833333333,44.3204166666667,44.3204166666667,44.3204166666667,26.30625,26.30625,26.30625,26.30625,26.30625,46.6016666666667,44.3204166666667,44.3204166666667,3000,44.3204166666667,46.6016666666667,44.3204166666667,28.57125,28.57125,22.755,21.41625,21.41625,NA,24.8433333333333,22.7141666666667,21.4158333333333,32.204375,39.9970833333333,25.3575,25.3575,25.3575,25.3575,23.3758333333333,20.3279166666667
NA,32.1370833333333,29.8870833333333,34.2270833333333,30.55125,NA,30.5658333333333,30.9170833333333,42.0675,44.49,42.0675,30.525,39.9695833333333,34.2254166666667,42.6975,NA,42.6975,42.6975,42.6975,42.6975,33.2816666666667,33.2816666666667,33.2816666666667,33.2816666666667,33.2816666666667,44.8741666666667,42.6975,42.6975,3000,42.6975,44.8741666666667,42.6975,42.0675,42.0675,33.8129166666667,22.7970833333333,22.7970833333333,NA,28.7229166666667,24.5629166666667,22.5954166666667,41.0242105263158,44.0779166666667,30.8808333333333,30.8808333333333,30.8808333333333,30.8808333333333,33.2816666666667,34.2270833333333
